recipe_title;category;subcategory;description;ingredients;directions;num_ingredients;num_steps
Strawberry Vanilla Pancakes;Breakfast And Brunch;Pancakes;These strawberry pancakes are light, fluffy, and packed with strawberry and vanilla flavor. This breakfast seems like dessert! Serve with butter and real maple syrup.;"[""1 cup all-purpose flour"", ""2 tablespoons brown sugar"", ""2 teaspoons baking powder"", ""\u00bc teaspoon salt, or to taste"", ""1 cup milk"", ""1 large egg"", ""2 tablespoons vegetable oil"", ""2 tablespoons vanilla extract"", ""1 cup chopped fresh strawberries""]";"[""Stir flour, brown sugar, baking powder, and salt together in a medium bowl. Pour in milk, egg, oil, and vanilla; mix until well blended. Stir in strawberries."", ""Grease and heat a large skillet or griddle over medium heat."", ""Drop batter by large spoonfuls onto the griddle and cook until bubbles form and the edges are dry, 2 to 3 minutes. Flip and cook until browned on the other side, about 2 minutes more. Repeat with remaining batter.""]";9;3
Flourless Banana Pancakes;Breakfast And Brunch;Pancakes;This flourless banana pancake recipe with egg sounds weird, but it's amazing and healthy for you! A gluten-free alternative to pancakes. Enjoy with your favorite fruit topping, or serve plain with honey.;"[""1 very ripe banana, mashed"", ""2 large eggs, beaten"", ""2 tablespoons ground flax seed (Optional)"", ""\u00bc teaspoon pure vanilla extract (Optional)"", ""2 tablespoons coconut oil""]";"[""Mix together mashed banana and beaten eggs in a large bowl until smooth. Add ground flax seed and vanilla; mix until batter is well combined."", ""Heat coconut oil in a large skillet over medium-low heat. Scoop batter, about 1/4 cup per pancake, onto the skillet and cook until the centers start to bubble, about 30 seconds. Flip pancakes and continue cooking until the bottoms are lightly browned, 1 to 2 minutes more. Repeat with remaining batter.""]";5;2
Cottage Cheese Pancakes;Breakfast And Brunch;Pancakes;Cottage cheese pancakes may sound odd, but they taste fantastic! My husband and I love to make these fluffy pancakes for breakfast on lazy weekends. Serve with syrup.;"[""1 cup cottage cheese"", ""\u2153 cup all-purpose flour"", ""3 large eggs, lightly beaten"", ""2 tablespoons vegetable oil"", ""cooking spray""]";"[""Mix cottage cheese, flour, eggs, and oil together in a large bowl."", ""Spray a large skillet with cooking spray and heat over medium heat. Pour 1/3 cup batter for each pancake onto the skillet. Cook until bubbles appear on the surface, 3 to 5 minutes. Flip and cook until browned on the other side, 3 to 4 minutes more. Serve.""]";5;2
Chocolate Pancakes;Breakfast And Brunch;Pancakes;These chocolate pancakes with chocolate chips are sweet and slightly gooey. Serve warm with fresh fruit and a dusting of powdered sugar.;"[""1 \u00bc cups milk"", ""2 large eggs, at room temperature"", ""\u00bd teaspoon vanilla"", ""2 tablespoons melted butter"", ""1 \u00bc cups all-purpose flour"", ""\u00bc cup unsweetened cocoa powder"", ""3 tablespoons white sugar"", ""\u00bc teaspoon salt"", ""\u00bd cup semisweet chocolate chips"", ""cooking spray""]";"[""Whisk milk, eggs, and vanilla together in a bowl. Stir in melted butter."", ""Whisk flour, cocoa powder, sugar, and salt together in a separate bowl. Pour in wet ingredients and mix until just combined. Stir in chocolate chips."", ""Spray a large skillet with cooking spray and heat over medium-high heat. Working in batches, pour 1/4 cup batter into the hot skillet for each pancake. Cook until bubbles form and pop in the center of each pancake, 2 to 3 minutes. Flip and cook until golden brown on the other side, about 1 minute.""]";10;3
Peanut Butter Banana Pancakes;Breakfast And Brunch;Pancakes;I have a peanut butter pancake recipe that I modify from time to time. This one tastes fantastic with warm maple or strawberry syrup. I freeze leftover pancakes and reheat them in the toaster, spreading them with strawberry or raspberry jam. Yum!;"[""1 \u00bd cups all-purpose flour"", ""2 tablespoons baking powder"", ""1 tablespoon white sugar"", ""\u00bd teaspoon salt"", ""1 \u00bc cups milk"", ""1 ripe banana, mashed"", ""\u2153 cup smooth peanut butter"", ""1 large egg"", ""1 tablespoon canola oil"", ""1 teaspoon vanilla extract""]";"[""Gather all ingredients. Preheat a griddle over medium heat."", ""Whisk together flour, baking powder, sugar, and salt in a large bowl."", ""Combine milk, mashed banana, peanut butter, egg, oil, and vanilla in a separate bowl; pour into flour mixture and whisk until batter is thoroughly mixed."", ""Ladle batter in 1/4 cup portions onto the preheated griddle and cook until tiny air bubbles form on the top, 2 to 5 minutes."", ""Flip and continue cooking until the bottoms are browned, 2 to 3 minutes. Remove pancakes to a plate and cover to keep warm. Repeat with remaining batter.""]";10;5
Fluffy and Delicious Pancakes;Breakfast And Brunch;Pancakes;This pancake recipe with vinegar makes fluffy, cakey pancakes, delicious served with butter, syrup, and whipped cream. Just follow your instincts and enjoy the baking. Yummy!;"[""\u00be cup milk"", ""2 tablespoons white vinegar"", ""1 cup all-purpose flour"", ""2 tablespoons white sugar"", ""1 teaspoon baking powder"", ""\u00bd teaspoon baking soda"", ""\u00bd teaspoon salt"", ""1 large egg"", ""2 tablespoons butter, melted"", ""1 \u00bd teaspoons ground cinnamon, or as desired (Optional)"", ""1 teaspoon vanilla extract (Optional)"", ""cooking spray""]";"[""Stir together milk and vinegar in a small bowl; set aside to curdle, about 5 minutes."", ""Combine flour, sugar, baking powder, baking soda, and salt in a large bowl. Whisk in egg and melted butter. Pour in curdled milk and whisk until batter is smooth. Stir in cinnamon and vanilla until well combined."", ""Heat a large skillet over medium heat and coat with cooking spray. Drop batter, 1/4 cup per pancake, onto the hot skillet and cook until bubbles form and the edges are dry, 3 to 4 minutes. Flip and cook until browned on the other side, 2 to 3 minutes. Repeat with remaining batter.""]";12;3
Blini (Russian Pancakes);Breakfast And Brunch;Pancakes;"This blinchiki or blini recipe is a popular Russian dish widely consumed during the Maslenitsa festival. All kinds of sweet and savory fillings are possible. Don't worry if the first few don't turn out right; you'll get the hang of it.";"[""4 \u00bc cups milk"", ""5 large eggs"", ""2 tablespoons white sugar"", ""\u2153 teaspoon salt"", ""\u00bd teaspoon baking soda"", ""\u215b teaspoon citric acid powder"", ""4 cups all-purpose flour"", ""3 tablespoons vegetable oil"", ""1 cup boiling water"", ""\u2154 cup butter, divided""]";"[""Gather all ingredients."", ""Beat together milk and eggs in a large bowl until combined."", ""Beat in sugar and salt. Mix in baking soda and citric acid until incorporated."", ""Blend in flour, a little at a time, until combined. Beat in oil. Pour in boiling water, stirring constantly, until batter is thin and watery. Let rest for about 20 minutes."", ""Brush a small frying pan with 1 tablespoon melted butter over medium-high heat. Pick the pan up off the heat. Pour in a ladleful of batter while you rotate your wrist, tilting the pan, so batter forms a circle and coats the bottom. The blini should be very thin."", ""Return the pan to the heat. Cook blini for 90 seconds. Carefully lift up edge of blini to see if it's fully cooked: edges will be golden and bottom surface should have brown spots."", ""Flip blini over and cook for 1 minute more."", ""Transfer blini to a plate lined with a clean kitchen towel."", ""Continue cooking remaining batter, adding 1 tablespoon butter to the pan for every 4 blinis. Stack blinis and cover with another kitchen towel to keep warm."", ""Spread desired filling in the center of each blini."", ""Fold 3 times to make a triangle shape or fold up all 4 sides, like a small burrito.""]";10;11
Pannekaken (Norwegian Pancakes);Breakfast And Brunch;Pancakes;My Norwegian grandmother made these pancakes for us as a treat, and they continue to be a favorite when my mother makes them for my kids. They're very easy and versatile — serve them rolled like crêpes with syrup or jam. Or serve them for dessert stuffed with sweetened cream cheese and lingonberry jam.;"[""1 \u00bd cups milk"", ""3 eggs"", ""1 cup all-purpose flour"", ""1 teaspoon sugar"", ""\u00bc teaspoon salt"", ""cooking spray""]";"[""Combine milk and eggs in a blender; add flour, sugar, and salt and blend until smooth."", ""Spray a large skillet with cooking spray and heat over medium-high heat. Scoop about 1/4 cup batter into the skillet, and tilt the pan until the batter coats the bottom. Cook until the top looks dry, about 30 seconds. Carefully slide a spatula under the pancake and flip. Cook just until browned on the other side, about 3 seconds. Transfer to a plate and repeat with the remaining batter.""]";6;2
Simply Pumpkin Pancakes;Breakfast And Brunch;Pancakes;Quick, easy, delicious pumpkin pancakes from scratch. Developed for my pumpkin-loving grandson who will eat almost anything containing pumpkin. Serve warm with butter and syrup.;"[""1 \u00bc cups all-purpose flour"", ""\u00bc cup white sugar"", ""2 teaspoons baking powder"", ""\u00bd teaspoon ground cinnamon"", ""\u00bc teaspoon ground nutmeg"", ""1 cup milk"", ""\u00bd cup pumpkin puree"", ""1 egg, beaten"", ""1 tablespoon vegetable oil""]";"[""Sift flour, sugar, baking powder, cinnamon, and nutmeg together in a bowl."", ""Whisk milk, pumpkin, egg, and oil together in a bowl. Pour milk mixture into flour mixture and stir until just moistened. Batter will be slightly lumpy."", ""Heat a lightly oiled griddle over medium-high heat to 350 degrees F (175 degrees C). Drop batter by large spoonfuls onto the griddle and cook until bubbles form and the edges are dry, 1 to 3 minutes. Flip and cook until browned on the other side, about 1 minute more. Repeat with remaining batter.""]";9;3
Cornbread Pancakes;Breakfast And Brunch;Pancakes;These pancakes are requested regularly by my family for breakfast. The recipe is easy to throw together and the taste is yummy!;"[""\u00be cup all-purpose flour"", ""\u00be cup cornmeal"", ""2 tablespoons white sugar"", ""\u00bd teaspoon baking powder"", ""\u00bd teaspoon baking soda"", ""\u00bd teaspoon salt"", ""1 \u00bc cups buttermilk"", ""2 large eggs"", ""3 tablespoons butter, melted and cooled""]";"[""Whisk flour, cornmeal, sugar, baking powder, baking soda, and salt in a large bowl. Whisk buttermilk, eggs and butter in a separate large bowl. Stir the liquid mixture into the dry mixture until blended and smooth."", ""Heat a lightly oiled griddle or skillet over medium-high heat. For each pancake, pour 1/4 cup batter on griddle and cook until browned, about 1 1/2 minutes. Flip and cook until browned on the other side, about 1 minute. Continue with remaining batter.""]";9;2
Matcha Pancakes;Breakfast And Brunch;Pancakes;These matcha pancakes are a treat. We're strong believers in sleeping in and brunching on the weekends (we didn't work hard all week for nothing!), so it's only natural that we treat ourselves to one of our favorite brunch foods: the classic pancake. There's just something about stacks of fluffy, buttery breakfast cakes that make us feel like we're starting the morning off with dessert, especially if chocolate chips are inside. Happy brunching! Top with more white chocolate chips, honey, and butter, and enjoy.;"[""1 cup all-purpose flour"", ""1 tablespoon green tea powder (matcha)"", ""2 teaspoons baking powder"", ""\u00bc teaspoon salt"", ""1 cup cashew milk"", ""1 tablespoon cashew milk"", ""1 large egg"", ""2 tablespoons olive oil"", ""2 teaspoons vanilla extract"", ""\u00bc cup white chocolate chips""]";"[""Whisk together flour, matcha, baking powder, and salt in a large bowl. Make a well in the center of mixture; add 1 cup plus 1 tablespoon cashew milk, egg, olive oil, and vanilla to the well. Whisk batter briefly until just a few small clumps of flour remain. Add chocolate chips; stir again briefly."", ""Grease a small saucepan lightly; heat over medium-low heat. Transfer 2 to 3 spoonfuls batter onto the center of the pan, spreading batter with the back of the spoon. Cook until small bubbles rise to the surface and burst, about 1 minute. Flip and cook until the edges are lightly golden brown, about 1 minute more. Repeat with remaining batter.""]";10;2
Cheesy Amish Breakfast Casserole;Breakfast And Brunch;Breakfast Potatoes;This Amish breakfast casserole has bacon, onion, eggs, hash browns, and lots of cheese. My family loves this hearty dish! Try breakfast sausage in place of bacon if you prefer.;"[""1 pound sliced bacon, diced"", ""1 medium sweet onion, chopped"", ""9 large eggs, lightly beaten"", ""4 cups frozen shredded hash brown potatoes, thawed"", ""2 cups shredded Cheddar cheese"", ""1 \u00bd cups small curd cottage cheese"", ""1 \u00bc cups shredded Swiss cheese""]";"[""Gather all ingredients. Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking dish."", ""Heat a large skillet over medium-high heat; cook and stir bacon and onion until bacon is evenly browned, about 10 minutes. Drain."", ""Transfer bacon and onion to a large bowl. Stir in eggs, potatoes, Cheddar cheese, cottage cheese, and Swiss cheese."", ""Pour mixture into the prepared baking dish."", ""Bake in the preheated oven until eggs are set and cheese is melted, 45 to 50 minutes. Let stand 10 minutes before cutting and serving.""]";7;5
Sausage Casserole;Breakfast And Brunch;Breakfast Potatoes;This sausage casserole recipe makes a mouth-watering, bowl-scraping good breakfast or dinner!;"[""1 pound sage flavored breakfast sausage"", ""3 cups shredded potatoes, drained and pressed"", ""\u00bc cup butter, melted"", ""1 (16 ounce) container small curd cottage cheese"", ""12 ounces mild Cheddar cheese, shredded"", ""\u00bd cup onion, shredded"", ""6 jumbo eggs""]";"[""Gather the ingredients. Preheat the oven to 375 degrees F (190 degrees C). Lightly grease a 9x13-inch baking dish."", ""Heat a large, deep skillet over medium-high heat. Cook sausage in the hot skillet until evenly browned and crumbly, 5 to 7 minutes. Drain and discard grease."", ""Stir together shredded potatoes and butter in the prepared baking dish; lightly press mixture into the bottom and sides of the dish."", ""Mix together sausage, cottage cheese, Cheddar cheese, onion, and eggs in a bowl. Pour over potato mixture."", ""Bake in the preheated oven until a toothpick inserted into the center of casserole comes out clean, about 1 hour. Let cool for 5 minutes before serving."", ""Enjoy!""]";7;6
Tater Tot Breakfast Casserole;Breakfast And Brunch;Breakfast Potatoes;This Tater Tot breakfast casserole with eggs and Cheddar cheese is easy to prep making it perfect for a lazy weekend morning!;"[""cooking spray"", ""\u00bd pound breakfast sausage"", ""1 small onion, diced"", ""\u00bd cup milk"", ""5 large eggs"", ""\u00bd teaspoon onion powder"", ""\u00bd teaspoon salt"", ""\u00bc teaspoon garlic powder"", ""\u00bc teaspoon ground black pepper"", ""1 (12 ounce) package shredded Cheddar cheese, divided"", ""1 (16 ounce) package frozen bite-size potato nuggets (such as Tater Tots)""]";"[""Gather all ingredients. Preheat the oven to 350 degrees F (175 degrees C). Lightly spray a 2-quart baking dish with cooking spray."", ""Heat a large skillet over medium-high heat. Cook and stir sausage and onion in the hot skillet until sausage is browned and crumbly, 5 to 7 minutes. Drain and cool."", ""Meanwhile, whisk milk, eggs, onion powder, salt, garlic powder, and pepper together in a bowl."", ""Spread sausage mixture over the bottom of the prepared baking dish. Pour egg mixture over the top."", ""Layer with 1/2 of the Cheddar cheese and all of the potato nuggets. Cover with aluminum foil."", ""Bake in the preheated oven for 40 minutes. Remove foil and sprinkle with the remaining cheese. Bake until melted, about 20 minutes more. Remove from the oven and let stand briefly before serving.""]";11;6
Turkey Sausage, Potato, Brussels Sprouts, and Apple Hash;Breakfast And Brunch;Breakfast Potatoes;This turkey sausage, potato, and apple hash with hearty Brussels sprouts and fragrant sage is topped with a fried egg for the perfect fall weekend breakfast or brunch.;"[""1 tablespoon olive oil"", ""1 tablespoon butter"", ""8 ounces Brussels sprouts"", ""2 medium russet potatoes,"", ""1 pound turkey sausage"", ""1 onion"", ""2 tablespoons fresh sage"", ""1/2 teaspoon black pepper"", ""1/4 teaspoon salt"", ""1 red apple"", ""4 fried eggs""]";"[""Heat oil and butter in a large skillet over medium heat. Cook Brussels sprouts and potatoes, stirring occasionally, until browned and nearly tender, about 10 minutes. Transfer Brussels sprouts and potatoes to a medium bowl using a slotted spoon."", ""Cook sausage and onion in same skillet, stirring and breaking up lumps, until sausage is lightly browned, about 6 minutes. Stir in sage, pepper, and salt."", ""Return Brussels sprouts and potatoes to skillet. Stir in apple. Reduce heat to medium-low; cook, stirring occasionally, until apple is crisp-tender, about 8 minutes. Top each serving with a fried egg.""]";11;3
Chef John's Tortilla de Patatas;Breakfast And Brunch;Breakfast Potatoes;Chef John's tortilla de patatas is simple to make and only needs 4 ingredients plus seasonings. This technique delivers a tender, moist version of the Spanish classic. Serve the tortilla the traditional way, with a garlic aioli, and at any temperature you like—hot, warm, or cool.;"[""2 pounds Yukon gold potatoes or russet potatoes, peeled"", ""1 yellow onion"", ""5 large eggs"", ""1 1/2 teaspoons kosher salt"", ""1/4 teaspoon ground black pepper"", ""1 pinch cayenne pepper"", ""1/2 cup olive oil""]";"[""Slice potatoes and onions with a very sharp knife or mandoline into 1/8-inch thick slices."", ""Combine eggs, 1/2 teaspoon salt, black pepper, and cayenne in a large bowl and whisk very thoroughly; set aside."", ""Add 1/3 cup olive oil to a large nonstick pan and set heat to medium-high. Add potatoes, onions, and remaining salt. Cook, tossing and stirring occasionally, until potatoes are tender, and some onions and potatoes are lightly browned, about 20 minutes. Between stirrings, cover potatoes to reduce cooking time and keep in moisture. For less browning, reduce heat to medium."", ""Stir potato mixture into egg mixture with a spatula. Cover and let stand for 5 to 10 minutes."", ""Add remaining olive oil to an 8- or 9-inch nonstick pan, and set the pan over medium-high heat. Pour in egg and potato mixture, and smooth the top. Cook, covered, for about 4 minutes or until the bottom is browned and the edges of tortilla begin to firm up."", ""Slide tortilla out onto a plate, cover with another plate, and flip the plates over to invert. Slide tortilla back into the pan, and place back over medium-high heat."", ""Cook, uncovered, until the tortilla is fully set, about 2 minutes more. Tortilla will spring back lightly when pressed in the middle with a finger if eggs are fully cooked. If it feels soft or mushy when pressed, cook for a few minutes more, unless you prefer the tortilla less than fully set."", ""Slip tortilla onto a serving plate, and serve hot, warm, or room temperature.""]";7;8
Deluxe Corned Beef Hash;Breakfast And Brunch;Breakfast Potatoes;This corned beef hash is a great way to use up leftover St. Paddy's Day corned beef. I purposely cook a whole corned beef just to make this hash! I throw the carrot in for color, claiming it's the leprechaun's gold. Serve with an egg on top.;"[""2 tablespoons butter"", ""2 tablespoons extra-virgin olive oil"", ""1 large onion, chopped"", ""5 large Yukon Gold potatoes, peeled and cut into \u00bc-inch cubes"", ""1 large carrot, coarsely shredded"", ""2 pounds cooked corned beef, cubed"", ""2 tablespoons chopped fresh parsley"", ""\u00bd teaspoon ground black pepper, or to taste"", ""\u00bc teaspoon dried thyme leaves"", ""1 pinch salt to taste""]";"[""Gather all ingredients."", ""Melt butter with olive oil in a large skillet over medium heat. Cook and stir onion until lightly browned, about 8 minutes."", ""Stir in potatoes and carrot; cook, stirring occasionally, until tender, about 15 minutes."", ""Stir in corned beef, parsley, pepper, thyme, and salt. Cook, stirring often, until hash is crisp and browned, 10 to 15 more minutes."", ""Serve and enjoy!""]";10;5
Quick and Easy Home Fries;Breakfast And Brunch;Breakfast Potatoes;These home fries turn out crispy every time. They're great for breakfast or as a side dish. If you prefer crispy hash browns, use shredded potatoes (instead of cubed) and follow the recipe directions.;"[""3 medium russet potatoes, cubed"", ""3 tablespoons butter or margarine"", ""salt and ground black pepper to taste""]";"[""Gather all ingredients."", ""Rinse potato cubes with cold water and drain well."", ""Melt butter in a large skillet over medium heat. Place potatoes in the skillet and season with salt and pepper; mix well. Cover and cook for 10 minutes."", ""Remove the lid and cook, turning frequently, until brown and crisp on all sides, about 10 more minutes."", ""Serve and enjoy!""]";3;5
Classic Hash Browns;Breakfast And Brunch;Breakfast Potatoes;This hash browns recipe fries shredded potato in clarified butter for diner-style hash browns that are crispy on the outside and fluffy on the inside.;"[""2 russet potatoes, peeled"", ""3 tablespoons clarified butter"", ""1 pinch cayenne pepper, or to taste"", ""1 pinch paprika, or to taste"", ""salt and ground black pepper to taste""]";"[""Gather all ingredients."", ""Shred potatoes into a large bowl filled with cold water. Stir until water is cloudy; drain and cover potatoes again with fresh cold water. Stir again to dissolve excess starch. Drain potatoes well, pat dry with paper towels, and squeeze out any excess moisture."", ""Heat clarified butter in a large nonstick pan over medium heat. Sprinkle shredded potatoes into hot butter in an even layer; season with cayenne pepper, paprika, salt, and black pepper."", ""Cook potatoes until a brown crust forms on the bottom, about 5 minutes. Flip or stir and continue to cook until potatoes are browned and crusty all over, about 5 more minutes."", ""Enjoy!""]";5;5
Leftover Ham -n- Potato Casserole;Breakfast And Brunch;Breakfast Potatoes;This easy, cheesy ham and potato casserole uses up leftover Christmas or Easter ham! It's perfect for a post-holiday breakfast or weeknight dinner. My family looks forward to this classic combination.;"[""6 small potatoes, peeled and cut into \u00bd-inch cubes"", ""7 tablespoons butter, divided"", ""\u2154 pound leftover cooked ham, cut into \u00bd-inch cubes"", ""1 small onion, finely chopped"", ""3 tablespoons all-purpose flour"", ""1 \u00bd cups milk"", ""salt and ground black pepper to taste"", ""1 (8 ounce) package shredded Cheddar cheese"", ""\u00bc cup bread crumbs""]";"[""Place potatoes into a large pot and cover with salted water; bring to a boil. Reduce heat to medium-low and simmer until tender, 10 to 15 minutes."", ""Meanwhile, preheat the oven to 350 degrees F (175 degrees C). Grease a 1 \u00bd-quart baking dish."", ""When the potatoes are almost finished, melt 3 tablespoons butter in a skillet over medium heat. Add ham and onion; cook and stir until the onion has softened and turned translucent, about 5 minutes. Remove from the heat."", ""Drain potatoes; add to the ham mixture and stir to combine. Transfer to the prepared baking dish."", ""Melt remaining 4 tablespoons butter in a saucepan over medium heat. Whisk in flour and stir until the mixture becomes paste-like and light golden brown, about 5 minutes."", ""Gradually whisk milk into the flour mixture; season with salt and black pepper. Continue cooking and stirring until thickened, about 2 minutes. Reduce heat to medium-low and stir in Cheddar cheese until melted."", ""Pour cheese sauce over ham and potatoes. Sprinkle bread crumbs over top."", ""Bake in the preheated oven until sauce is bubbly and browned, 25 to 30 minutes."", ""Serve hot and enjoy!""]";9;9
Best Breakfast Casserole (Hash Browns & Eggs);Breakfast And Brunch;Breakfast Potatoes;This breakfast casserole with hash browns is my family's recipe that has been handed down through the years. We've always used the maple-flavored pork sausage but any kind is good. This casserole is a nice and cozy breakfast or brunch meal that everyone will enjoy. It's got the perfect taste with lots of cheese. Yum! Be sure to use a baking dish that is deep enough to cover with aluminum foil.;"[""1 (2 pound) package frozen hash brown potatoes, thawed"", ""1 pound pork sausage"", ""1 small onion, diced"", ""5 large eggs"", ""\u00bd cup milk"", ""\u00bd teaspoon onion powder"", ""\u215b teaspoon garlic powder"", ""salt and ground black pepper to taste"", ""12 ounces shredded Cheddar cheese""]";"[""Gather all ingredients."", ""Preheat the oven to 350 degrees F (175 degrees C). Grease an 8-inch square pan; add hash brown potatoes and arrange in an even layer."", ""Place sausage and onion in a large skillet over medium heat. Cook and stir until the sausage is browned and crumbled, about 10 minutes; drain."", ""Meanwhile, whisk eggs, milk, onion powder, garlic powder, salt, and pepper together in a large bowl until well combined."", ""Pour over the potatoes and sprinkle with 1/2 of the Cheddar cheese."", ""Add sausage mixture on top and sprinkle with remaining Cheddar. Cover with aluminum foil."", ""Bake in the preheated oven for 1 hour. Remove foil; return casserole to the oven and bake until a knife inserted into the center comes out clean, about 10 minutes."", ""Let stand for 5 minutes before serving.""]";9;8
Breakfast Burrito with Potatoes and Chorizo;Breakfast And Brunch;Breakfast Potatoes;This delicious breakfast burrito with potatoes and chorizo will take your breakfast game up a notch. The rich flavors will have you coming back for more. Serve with a side of salsa, sour cream, and fruit.;"[""1/2 pound chorizo"", ""1/2 poblano pepper, chopped"", ""1/2 yellow onion, chopped"", ""1/2 red bell pepper, chopped"", ""2 Yukon gold potatoes,"", ""4 large eggs"", ""1/3 cup half-and-half"", ""salt and pepper to taste"", ""2 tablespoons butter"", ""1/4 cup shredded cheese, any kind"", ""4 burrito-sized flour tortilla""]";"[""Heat a large skillet over medium heat. Add chorizo, poblano pepper, onions, and red bell pepper. Cook until vegetables are tender, 5 to 7 minutes. Remove skillet from heat."", ""In a microwave-safe bowl, cook potatoes with a small amount of water until fork tender, 7 to 10 minutes, stirring halfway through; drain. Stir potatoes into chorizo mixture."", ""Meanwhile, whisk eggs, half-and-half, salt, and pepper together in a large bowl."", ""Heat butter in a skillet over medium heat. Add egg mixture and scramble until eggs are cooked, about 3 minutes. Remove eggs from heat. Fold in cheese."", ""Spoon chorizo mixture in a line across the middle of a tortilla, then add a layer of scrambled eggs. Fold opposing edges of the tortilla to overlap the filling. Roll 1 of the opposing edges around the filling creating a burrito.""]";11;5
Chef John's Corned Beef Hash;Breakfast And Brunch;Breakfast Potatoes;"When I cook corned beef and watch it simmer in the aromatic broth, I'll sometimes close my eyes and picture the delicious plate of food I have coming. The funny thing is, it's not the sliced corned beef and cabbage I'm dreaming of; it's the diner-style corned beef hash recipe I'm going to make with the leftovers. Garnish with green onions and a poached egg.";"[""1 \u00bd pounds potatoes, peeled and quartered"", ""1 \u00bd pounds cooked corned beef, finely chopped"", ""1 bunch green onions, chopped"", ""salt and ground black pepper to taste"", ""2 cloves garlic, crushed"", ""1 tablespoon butter"", ""\u00bc cup roasted tomato salsa""]";"[""Place potatoes in a large pot and cover with salted water; bring to a boil. Reduce heat to medium-low and simmer until almost tender but still firm, about 15 minutes. Drain and finely chop."", ""Cook beef in a large cast iron or nonstick skillet over medium heat until fat begins to render. Stir green onions, salt, and pepper into beef. Add garlic and butter; cook and stir until butter is melted and garlic is fragrant, 1 to 2 minutes."", ""Stir potatoes, salsa, and a pinch of salt into beef mixture. Pat mixture down in the skillet with a spatula and divide hash into 4 sections."", ""Cook, without stirring, until a crust forms on the bottom, about 5 minutes. Flip sections and cook until a crust forms on the bottom, about 5 minutes more. Repeat cooking and flipping process, flipping every 5 minutes, until hash stays together and has a golden crust, 10 to 15 minutes.""]";7;4
Crispy Oven-Roasted Breakfast Potatoes;Breakfast And Brunch;Breakfast Potatoes;Chef John's oven-roasted breakfast potatoes have an incredible crispy exterior and a soft creamy center—perfection! Baking soda in your parboil and turning while roasting is the secret to achieving textural perfection.;"[""2 1/4 pounds Yukon Gold potatoes"", ""6 cups water"", ""4 1/2 teaspoons kosher salt"", ""1/2 teaspoon baking soda"", ""3 tablespoons olive oil"", ""1/8 teaspoon garlic powder"", ""1/8 teaspoon onion powder"", ""1/4 teaspoon smoked paprika"", ""1/4 teaspoon black pepper"", ""a pinch of cayenne""]";"[""Combine water, 4 1/2 teaspoons kosher salt, and baking soda in a large pot over high heat and bring to boil. Add potatoes, reduce heat to simmer, and cook until just barely tender, 10 to 12 minutes. Drain and let sit for 30 seconds."", ""Meanwhile, whisk together olive oil, garlic powder, onion powder, paprika, ground pepper, and cayenne in a large mixing bowl."", ""Transfer potatoes into the bowl of seasoned oil and toss with a spatula until potatoes are evenly coated, and are roughened up a bit on the surface."", ""Preheat the oven to 450 degrees F (230 degrees C). Line a baking sheet with parchment paper."", ""Spread out potatoes on the prepared baking sheet and smear any excess mashed potato bits in the bowl over the tops of the potatoes. Season with a pinch of salt."", ""Roast in the preheated oven until potatoes are browned, and the edges are very crispy, 45 to 60 minutes. For best results, turn potatoes over every 15 to 20 minutes until done."", ""Meanwhile, heat olive oil in a large skillet over medium heat. Add onions, peppers, and salt and cook, stirring, until onions are soft and translucent and peppers have softened and sweetened, about 5 minutes. Turn off heat and stir in green onions to be cooked by the residual heat."", ""Serve hot, topped with sauteed onions and peppers.""]";10;8
German Potato Pancakes;Breakfast And Brunch;Breakfast Potatoes;These German potato pancakes are a nice change from regular pancakes. They make a great dinner meal when served with Bratwurst sausage. I spread mine with cranberry sauce and top with maple syrup.;"[""2 large eggs"", ""2 tablespoons all-purpose flour"", ""\u00bc teaspoon baking powder"", ""\u00bd teaspoon salt"", ""\u00bc teaspoon pepper"", ""6 medium potatoes, peeled and shredded"", ""\u00bd cup finely chopped onion"", ""\u00bc cup vegetable oil""]";"[""Gather all ingredients."", ""Beat eggs, flour, baking powder, salt, and pepper together in a large bowl; stir in potatoes and onion."", ""Heat oil in a large skillet over medium heat. Drop heaping tablespoonfuls of potato mixture into hot oil in batches. Press to flatten."", ""Cook until browned and crisp, about 3 minutes on each side."", ""Transfer to a paper towel-lined plate to drain."", ""Repeat with remaining potato mixture. Enjoy!""]";8;6
